,json_file,title,date,url,source,feature,edge_label,event_summary,evidence_quote,quote_similarity,quote_best_match,judge_verdict,judge_reasoning,new_subject,new_predicate,new_object,new_triplet
37,llm_response_0329_Daily_Sun_20230624.json,No shortage of sacrificial animals in Rajshahi cattle markets     | Daily Sun |,2023-06-24,https://www.daily-sun.com/post/696793/No-shortage-of-sacrificial-animals-in-Rajshahi-cattle-markets,Daily Sun,imports,lessens imports,Boost in native cattle production,largely native cattle production has been lessening the dependence on animal imports from the neighbouring country.,1.0,largely native cattle production has been lessening the dependence on animal imports from the neighbouring country.,CONFIRMED,"The article contains the line 'largely native cattle production has been lessening the dependence on animal imports from the neighbouring country,' which explicitly states a causal link (increased native production -> reduced dependence on imports) at the national/neighbouring-country level.",Native Cattle Production,lessens imports,Animal Imports from Neighbouring Country,(Native Cattle Production) ── lessens imports ──> (Animal Imports from Neighbouring Country)
38,llm_response_0337_Bangladesh_Sangbad_Sangstha_BSS_20230224.json,"Stocks sufficient, no shortage of essential commodities in Ramadan | News Flash",2023-02-24,https://www.bssnews.net/news-flash/112237,Bangladesh Sangbad Sangstha (BSS),imports,increases imports,government eased LCs,the timely measures of the government have helped increase the imports of consumer goods significantly stabilizing the market with sufficient supply,0.997,the timely measures of the government have helped increase the imports of consumer goods significantly stabilizing the market with sufficient supply.,CONFIRMED,"The exact sentence appears in the article stating government measures 'have helped increase the imports of consumer goods.' The piece also explicitly links easing/opening of LCs to incoming imports (products 'against LCs opened recently have started coming to the market'), and it frames the effect at the national level ('The country would not face any shortage...'), matching the claimed scope.",Government easing of LCs,increases imports,Consumer Goods Imports,(Government easing of LCs) ── increases imports ──> (Consumer Goods Imports)
39,llm_response_0363_The_Frontier_Post_20230111.json,BD Opp holds rally seeking PM's resignation,2023-01-11,https://thefrontierpost.com/bd-opp-holds-rally-seeking-pms-resignation/,The Frontier Post,currency_log_return,drives up import costs,taka depreciation raises costs,"The Bangladeshi taka has depreciated by up to 25 percent, driving up the cost of food imports",1.0,"The Bangladeshi taka has depreciated by up to 25 percent, driving up the cost of food imports",CONFIRMED,"The article contains the sentence 'The Bangladeshi taka has depreciated by up to 25 percent, driving up the cost of food imports...' which explicitly states the depreciation caused higher food import costs and refers to the national currency, matching the country-level scope.",Bangladeshi Taka Depreciation,drives up import costs,Food Import Costs,(Bangladeshi Taka Depreciation) ── drives up import costs ──> (Food Import Costs)
40,llm_response_0378_La_Prensa_Latina_Media_20230509.json,Bangladesh's forex reserves hit seven-year low of $29.8 billion,2023-05-09,https://www.laprensalatina.com/bangladeshs-forex-reserves-hit-seven-year-low-of-29-8-billion/,La Prensa Latina Media,imports,impacts imports,foreign currency inflow-outflow gap,There is a big gap between the inflow and outflow of our foreign currency. It is hugely impacting imports.,0.859,"""There is a big gap between the inflow and outflow of our foreign currency. It is not",CONFIRMED,"The exact quote appears in the article where Zahid Hussain says the gap between foreign currency inflows and outflows ""is hugely impacting imports,"" explicitly linking the inflow-outflow gap as a cause of reduced imports at the country level (Bangladesh).",Foreign Currency Inflow-Outflow Gap,impacts imports,Imports,(Foreign Currency Inflow-Outflow Gap) ── impacts imports ──> (Imports)
41,llm_response_0381_ANN_20230414.json,"Besides forex reserves, nature needs replenishing too",2023-04-14,https://asianews.network/besides-forex-reserves-nature-needs-replenishing-too/,ANN,imports,threatens import capacity,foreign exchange reserve crisis,forex reserves also ensure that the country has enough moolah to import food in case of a sudden crisis,1.0,forex reserves also ensure that the country has enough moolah to import food in case of a sudden crisis,CONFIRMED,"The article explicitly states that forex reserves 'ensure that the country has enough moolah to import food...and buy emergency medical supplies,' and it frames a 'foreign exchange reserve crisis' as worrying — together this strongly implies that a reserves crisis would threaten the country's import capacity at the national level.",Foreign Exchange Reserve Crisis,threatens import capacity,Food Imports,(Foreign Exchange Reserve Crisis) ── threatens import capacity ──> (Food Imports)
42,llm_response_0385_httpwwwuniindiacomfadnavis-orders-probe-into-mumbai-pub-firestatesnews1090400htm_20230719.json,ADB raises Bangladesh's economic growth forecast,2023-07-19,http://www.uniindia.com/~/adb-raises-bangladesh-s-economic-growth-forecast/World/news/3013493.html,http://www.uniindia.com/fadnavis-orders-probe-into-mumbai-pub-fire/states/news/1090400.html,balance_of_trade,strengthens trade balance,imports fell more sharply,reflects strong net exports as imports fell more sharply than expected and export growth slowed less than expected,0.991,"reflects strong net exports as imports fell more sharply than expected and export growth slowed less than expected,""",CONFIRMED,"The article contains the sentence attributing the higher growth estimate to ""strong net exports as imports fell more sharply than expected and export growth slowed less than expected,"" which explicitly links the drop in imports to stronger net exports (national-level balance of trade).",Sharper Import Decline,strengthens trade balance,Trade Balance,(Sharper Import Decline) ── strengthens trade balance ──> (Trade Balance)
43,llm_response_0393_Bangladesh_Sangbad_Sangstha_BSS_20230115.json,BB unveils 'cautiously accommodative' MPS | News Flash,2023-01-15,https://www.bssnews.net/news-flash/105330,Bangladesh Sangbad Sangstha (BSS),currency_log_return,reduces exchange rate pressure,dissuade non-essential imports,dissuade imports of non-essential commodities to reduce the exchange rate pressure,0.994,"dissuade imports of non-essential commodities to reduce the exchange rate pressure,",CONFIRMED,"The article contains the sentence 'dissuade imports of non-essential commodities to reduce the exchange rate pressure,' which explicitly states the policy action is intended to cause reduced exchange-rate pressure; this is discussed at the national/central-bank policy level, matching the feature's scope.",Dissuading Non-Essential Imports,reduces exchange rate pressure,Exchange Rate Pressure,(Dissuading Non-Essential Imports) ── reduces exchange rate pressure ──> (Exchange Rate Pressure)
44,llm_response_0405_Bangladesh_Sangbad_Sangstha_BSS_20230721.json,"PM for ending Ukraine war, building resilience against future shocks | News Flash",2023-07-21,https://www.bssnews.net/news-flash/137581,Bangladesh Sangbad Sangstha (BSS),imports,reduces import volume,limited non-essential imports,We had to limit import of non-essential and luxury items;,0.991,"""We had to limit import of non-essential and luxury items;",CONFIRMED,"The article contains the exact line ""We had to limit import of non-essential and luxury items;"" which explicitly describes a policy action to limit (i.e., reduce) imports. The statement is presented as a nationwide government measure, matching the country-level scope.",Limiting Non-Essential Imports,reduces import volume,Non-Essential and Luxury Items,(Limiting Non-Essential Imports) ── reduces import volume ──> (Non-Essential and Luxury Items)
45,llm_response_0414_Bangladesh_Sangbad_Sangstha_BSS_20230101.json,DCCI for PPP to manage sustainable economic recovery | Business,2023-01-01,https://www.bssnews.net/business/102891,Bangladesh Sangbad Sangstha (BSS),imports,negatively impacts imports,foreign currency crisis devaluation,"resulting in some negative impact on the import of energy, industrial raw materials",1.0,"resulting in some negative impact on the import of energy, industrial raw materials",CONFIRMED,"The article contains the sentence stating the foreign currency crisis and Taka devaluation have 'resulting in some negative impact on the import of energy, industrial raw materials,' which explicitly asserts a causal negative effect on country-level imports.",Foreign Currency Devaluation,negatively impacts imports,Energy Imports,(Foreign Currency Devaluation) ── negatively impacts imports ──> (Energy Imports)
46,llm_response_0432_Bangladesh_Sangbad_Sangstha_BSS_20230601.json,Govt aims to sustain economic recovery: Kamal  | National Budget 2023-2024,2023-06-01,https://www.bssnews.net/national-budget-2023-2024/128488,Bangladesh Sangbad Sangstha (BSS),currency_log_return,raises import costs,Post-war FX depreciation,increase in import costs due to post-war global inflation and the depreciation of the country's foreign exchange rate,1.0,increase in import costs due to post-war global inflation and the depreciation of the country's foreign exchange rate,CONFIRMED,"The article includes the line attributing an ""increase in import costs due to post-war global inflation and the depreciation of the country's foreign exchange rate,"" which explicitly states a causal link and refers to the country's (national-level) exchange-rate depreciation affecting import costs.",Post-war FX depreciation,raises import costs,Import costs,(Post-war FX depreciation) ── raises import costs ──> (Import costs)
47,llm_response_0441_ANN_20230313.json,No policy measures taken to contain high inflation,2023-03-13,https://asianews.network/no-policy-measures-taken-to-contain-high-inflation/,ANN,imports,compresses imports,Forex-driven import compression,Import compression due to forex shortage must also have contributed to recharging the inflationary momentum.,1.0,Import compression due to forex shortage must also have contributed to recharging the inflationary momentum.,CONFIRMED,"The article text contains the exact sentence ""Import compression due to forex shortage must also have contributed..."", explicitly attributing import compression to a forex shortage; it discusses this in the national (Bangladesh) context, matching the feature's aggregate import scope.",Forex shortage,compresses imports,Imports,(Forex shortage) ── compresses imports ──> (Imports)
48,llm_response_0443_Deccan_Herald_20230207.json,"Take note of Bangla crisis, hedge bets",2023-02-07,https://www.deccanherald.com/opinion/second-edit/take-note-of-bangla-crisis-hedge-bets-1188965.html,Deccan Herald,imports,reduces import volume,war forced import cuts,"which raised the cost of imports, forcing Bangladesh's Awami League (AL) government to cut imports.",1.0,"which raised the cost of imports, forcing Bangladesh's Awami League (AL) government to cut imports.",CONFIRMED,"The article contains the exact sentence stating that Russia's invasion raised import costs, ""forcing Bangladesh's Awami League (AL) government to cut imports,"" which explicitly links the war to a government-ordered reduction in imports at the national level.",The war,reduces import volume,Bangladesh's import volume,(The war) ── reduces import volume ──> (Bangladesh's import volume)
49,llm_response_0471_Bangladesh_Sangbad_Sangstha_BSS_20230224.json,PM urges Canadian entrepreneurs to invest in Bangladesh | News Flash,2023-02-24,https://www.bssnews.net/news-flash/112342,Bangladesh Sangbad Sangstha (BSS),balance_of_trade,increases exports,agro-processing development push,her government puts emphasis on the development of agro-processing industry to export processed foods alongside meeting the local demand.,1.0,her government puts emphasis on the development of agro-processing industry to export processed foods alongside meeting the local demand.,CONFIRMED,"The exact sentence appears in the article stating the government emphasizes agro-processing 'to export processed foods alongside meeting the local demand,' which explicitly links the development push to exporting (a country-level outcome relevant to balance of trade).",Government Emphasis on Agro-Processing Industry,increases exports,Processed Foods,(Government Emphasis on Agro-Processing Industry) ── increases exports ──> (Processed Foods)
50,llm_response_0491_Bangladesh_Sangbad_Sangstha_BSS_20230322.json,"Balanced fertilizer to boost crop output by14 %, will save Taka 20,000cr yearly  | News",2023-03-22,https://www.bssnews.net/news/116959,Bangladesh Sangbad Sangstha (BSS),imports,raises import volume,Raise DAP imports,the government has decided to raise import of Di-ammonium phosphate (DAP),0.986,"""the government has decided to raise import of Di-ammonium phosphate (DAP),",CONFIRMED,"The article directly quotes the agriculture secretary saying ""the government has decided to raise import of Di-ammonium phosphate (DAP)"", which explicitly states the government will increase DAP imports (a causal action increasing import volume) and is described at the national/government level.",Bangladesh Government,raises import volume,Di-ammonium Phosphate (DAP),(Bangladesh Government) ── raises import volume ──> (Di-ammonium Phosphate (DAP))
51,llm_response_0502_ANN_20230117.json,Job growth in South Asia may halve this year: ILO,2023-01-17,https://asianews.network/job-growth-in-south-asia-may-halve-this-year-ilo/,ANN,imports,exposes import vulnerability,high and volatile energy prices,recent high and volatile energy prices have shown how vulnerable the region was with respect to energy imports; there is a clear need to become less dependent on these imports.,1.0,recent high and volatile energy prices have shown how vulnerable the region was with respect to energy imports; there is a clear need to become less dependent on these imports.,CONFIRMED,"The exact sentence appears in the article and explicitly states that 'recent high and volatile energy prices have shown how vulnerable the region was with respect to energy imports,' establishing a clear cause-effect (prices exposing import vulnerability) at the South Asia regional level.",High and Volatile Energy Prices,exposes import vulnerability,Energy Imports,(High and Volatile Energy Prices) ── exposes import vulnerability ──> (Energy Imports)
52,llm_response_0507_Bangladesh_Sangbad_Sangstha_BSS_20230101.json,DCCI for PPP to manage sustainable economic recovery | Business,2023-01-01,https://www.bssnews.net/business/102891,Bangladesh Sangbad Sangstha (BSS),imports,negatively impacts imports,currency crisis and devaluation,"resulting in some negative impact on the import of energy, industrial raw materials",1.0,"resulting in some negative impact on the import of energy, industrial raw materials",CONFIRMED,"The article explicitly states that the foreign currency crisis and Taka devaluation have 'resulting in some negative impact on the import of energy, industrial raw materials,' which directly asserts a causal negative effect on national-level imports of those goods.",Currency Crisis and Devaluation,negatively impacts imports,Energy and Industrial Raw Materials,(Currency Crisis and Devaluation) ── negatively impacts imports ──> (Energy and Industrial Raw Materials)
53,llm_response_0509_Bangladesh_Sangbad_Sangstha_BSS_20230106.json,Full text of PM's address to nation | News,2023-01-06,https://www.bssnews.net/news/103741,Bangladesh Sangbad Sangstha (BSS),imports,enables imports,Set up LNG terminals,"In addition to increasing our own gas production, we have set up LNG terminals to import LNG to meet its growing demand.",1.0,"In addition to increasing our own gas production, we have set up LNG terminals to import LNG to meet its growing demand.",CONFIRMED,"The article contains the exact sentence stating the government 'have set up LNG terminals to import LNG to meet its growing demand,' which explicitly expresses the terminals were established for the purpose of importing LNG, and the wording refers to national-level action by the government.",LNG Terminals,enables imports,LNG Imports,(LNG Terminals) ── enables imports ──> (LNG Imports)
54,llm_response_0529_ANN_20230103.json,"2022: The year the rich won, and the public lost",2023-01-03,https://asianews.network/2022-the-year-the-rich-won-and-the-public-lost/,ANN,currency_log_return,increases import costs,taka depreciation raised import costs,"The impact of this can be seen in the export sector, where business owners saw a lot of profit, but on the other hand, import costs have gone up significantly.",1.0,"The impact of this can be seen in the export sector, where business owners saw a lot of profit, but on the other hand, import costs have gone up significantly.",CONFIRMED,"The article includes the quoted sentence linking the taka's depreciation ('A US dollar... now fetches more than 100') to its impact: export gains and 'import costs have gone up significantly,' explicitly attributing higher import costs to the currency's fall at the nationwide level.",Taka Depreciation,increases import costs,Import Costs,(Taka Depreciation) ── increases import costs ──> (Import Costs)
55,llm_response_0529_ANN_20230103.json,"2022: The year the rich won, and the public lost",2023-01-03,https://asianews.network/2022-the-year-the-rich-won-and-the-public-lost/,ANN,imports,increases imports,government imported LNG and oil,"the government chose to import LNG and oil, and take on import- and loan-oriented projects.",1.0,"the government chose to import LNG and oil, and take on import- and loan-oriented projects.",CONFIRMED,"The exact phrase appears in the article: 'the government chose to import LNG and oil, and take on import- and loan-oriented projects.' The text explicitly links the government's decision to import LNG and oil with a move toward import-oriented policy (i.e., greater reliance on imports) at the national level.",Government,increases imports,LNG and Oil,(Government) ── increases imports ──> (LNG and Oil)
56,llm_response_0556_RocketNews_Top_News_Stories_From_Around_the_Globe_20230223.json,Severe dollar crisis hobbles Bangladesh businesses - RocketNews,2023-02-23,https://www.rocketnews.com/2023/02/severe-dollar-crisis-hobbles-bangladesh-businesses/,RocketNews | Top News Stories From Around the Globe,imports,enable imports,LCs required for imports,Importers in Bangladesh need to open letters of credit with one of the country's 61 scheduled banks to buy foreign goods and services.,0.971,dollars.Importers in Bangladesh need to open letters of credit with one of the country's 61 scheduled banks to buy foreign goods and services.,CONFIRMED,"The article contains the sentence verbatim that importers in Bangladesh must open letters of credit to buy foreign goods and services, which explicitly links LCs as a required mechanism enabling imports; the statement is made at the national (Bangladesh) level.",Letters of credit,enable imports,Foreign goods and services,(Letters of credit) ── enable imports ──> (Foreign goods and services)
57,llm_response_0562_Iraqi_News_20230607.json,"Bangladesh shuts schools, cuts power in longest heatwave in decades",2023-06-07,https://www.iraqinews.com/world/bangladesh-shuts-schools-cuts-power-in-longest-heatwave-in-decades/,Iraqi News,currency_log_return,drives up import costs,taka depreciation increases costs,"The Bangladeshi taka depreciated about 25 percent against the US dollar last year, driving up the cost of fuel imports and power utilities.",1.0,"The Bangladeshi taka depreciated about 25 percent against the US dollar last year, driving up the cost of fuel imports and power utilities.",CONFIRMED,"The article contains the exact sentence stating the taka depreciated about 25% 'driving up the cost of fuel imports and power utilities,' which explicitly asserts a causal link at the country level between the currency depreciation and higher import/utilities costs.",Bangladeshi Taka Depreciation,drives up import costs,Fuel Import Costs,(Bangladeshi Taka Depreciation) ── drives up import costs ──> (Fuel Import Costs)
58,llm_response_0563_httpwwwuniindiacomfadnavis-orders-probe-into-mumbai-pub-firestatesnews1090400htm_20230719.json,ADB raises Bangladesh's economic growth forecast,2023-07-19,http://www.uniindia.com/~/adb-raises-bangladesh-s-economic-growth-forecast/World/news/3013493.html,http://www.uniindia.com/fadnavis-orders-probe-into-mumbai-pub-fire/states/news/1090400.html,balance_of_trade,increases net exports,"imports fell, net exports",reflects strong net exports as imports fell more sharply than expected and export growth slowed less than expected,0.991,"reflects strong net exports as imports fell more sharply than expected and export growth slowed less than expected,""",CONFIRMED,"The article directly quotes the ADB: ""...reflects strong net exports as imports fell more sharply than expected and export growth slowed less than expected,"" which explicitly links falling imports to stronger net exports, and this statement refers to the Bangladeshi economy (country-level).",Falling Imports,increases net exports,Net Exports,(Falling Imports) ── increases net exports ──> (Net Exports)
59,llm_response_0569_The_Daily_Star_20230101.json,Ensure stable energy prices for economic recovery,2023-01-01,https://www.thedailystar.net/business/economy/news/ensure-stable-energy-prices-economic-recovery-3210341,The Daily Star,imports,negatively impacts imports,"foreign currency shortage, devaluation","resulting in some negative impacts on the import of energy, industrial raw materials",1.0,"resulting in some negative impacts on the import of energy, industrial raw materials",CONFIRMED,"The article contains the exact sentence linking the foreign currency shortage and taka devaluation to 'resulting in some negative impacts on the import of energy, industrial raw materials,' which explicitly states a causal effect at the country/imports level.",Foreign currency shortage,negatively impacts imports,Energy imports,(Foreign currency shortage) ── negatively impacts imports ──> (Energy imports)
60,llm_response_0580_Bangladesh_Sangbad_Sangstha_BSS_20230607.json,FBCCI president urges govt to extend support to import-substitute industries | Business,2023-06-07,https://www.bssnews.net/business/129745,Bangladesh Sangbad Sangstha (BSS),imports,lessens import pressure,support import-substitutes,urged the government to extend policy support towards import-substitute industries in the country to lessen import pressure on foreign exchange.,1.0,urged the government to extend policy support towards import-substitute industries in the country to lessen import pressure on foreign exchange.,CONFIRMED,"The article contains the sentence urging policy support for import-substitute industries 'in the country to lessen import pressure on foreign exchange,' which explicitly states a cause-and-effect claim at the national level.",Support for import-substitute industries,lessens import pressure,Foreign exchange,(Support for import-substitute industries) ── lessens import pressure ──> (Foreign exchange)
61,llm_response_0580_Bangladesh_Sangbad_Sangstha_BSS_20230607.json,FBCCI president urges govt to extend support to import-substitute industries | Business,2023-06-07,https://www.bssnews.net/business/129745,Bangladesh Sangbad Sangstha (BSS),imports,cuts imports,central bank cuts imports,"So, the Bangladesh Bank's move only to cut imports is not a solution to reduce stress on the dollar,"" he noted.",0.996,"""So, the Bangladesh Bank's move only to cut imports is not a solution to reduce stress on the dollar,"" he noted.",CONFIRMED,"The exact sentence appears in the article. The passage explicitly describes a Bangladesh Bank action 'to cut imports' and discusses its intended effect (reducing stress on the dollar), and this is framed as a national policy measure by the central bank, matching the country-level scope.",Bangladesh Bank,cuts imports,Imports,(Bangladesh Bank) ── cuts imports ──> (Imports)
62,llm_response_0588_Bangladesh_Sangbad_Sangstha_BSS_20230514.json,PM calls upon engineers to uphold country's development spree | PM,2023-05-14,https://www.bssnews.net/news/pm/125186,Bangladesh Sangbad Sangstha (BSS),imports,halts imports,refuses purchases under sanctions,Bangladesh will not purchase anything from any country if it imposes sanctions.,1.0,Bangladesh will not purchase anything from any country if it imposes sanctions.,CONFIRMED,"The article contains the exact sentence stating, 'Bangladesh will not purchase anything from any country if it imposes sanctions,' which explicitly ties the imposition of sanctions to Bangladesh refusing purchases; the statement is made at the national (Bangladesh) level, matching the scope.",Bangladesh,halts imports,Goods from Sanctioning Countries,(Bangladesh) ── halts imports ──> (Goods from Sanctioning Countries)
63,llm_response_0597_Bangladesh_Sangbad_Sangstha_BSS_20230610.json,"Rampal power plant gets supply of 26,620 tonnes of coal | News Flash",2023-06-10,https://www.bssnews.net/news-flash/130304,Bangladesh Sangbad Sangstha (BSS),imports,enables imports,LC opened for coal import,"A letter of credit (LC) has already been opened for importing another 48,000 tonnes of coal, which will soon arrive at Mongla port",0.996,"A letter of credit (LC) has already been opened for importing another 48,000 tonnes of coal, which will soon arrive at Mongla port,",CONFIRMED,"The article contains the sentence 'A letter of credit (LC) has already been opened for importing another 48,000 tonnes of coal, which will soon arrive at Mongla port,' which explicitly links opening the LC to enabling the import of that coal for the plant (company/plant-level scope).",Letter of Credit,enables imports,"48,000 tonnes of coal","(Letter of Credit) ── enables imports ──> (48,000 tonnes of coal)"
64,llm_response_0614_Bangladesh_Sangbad_Sangstha_BSS_20230330.json,Apparel export to EU increases by 35.69pc in 2022 | Business,2023-03-30,https://www.bssnews.net/business/118337,Bangladesh Sangbad Sangstha (BSS),imports,boosts imports,post-COVID purchase surge,The main reason behind this was that the first six months were the post COVID-19 period for which the buyers purchased many RMG items.,0.996,"""The main reason behind this was that the first six months were the post COVID-19 period for which the buyers purchased many RMG items.",CONFIRMED,"The exact sentence appears in the article attributing the strong Jan–Jun export trend to post-COVID buyer purchases, which explicitly states a cause-and-effect link; the statement refers to Bangladesh's exports to the EU, matching the imports feature at the country-to-EU scope.",Post-COVID Purchase Surge,boosts imports,RMG Items,(Post-COVID Purchase Surge) ── boosts imports ──> (RMG Items)
65,llm_response_0614_Bangladesh_Sangbad_Sangstha_BSS_20230330.json,Apparel export to EU increases by 35.69pc in 2022 | Business,2023-03-30,https://www.bssnews.net/business/118337,Bangladesh Sangbad Sangstha (BSS),imports,boosts imports,China lockdown boost,we did well since there was lockdown in China,0.978,"we did well since there was lockdown in China,""",CONFIRMED,"The article contains the quote “we did well since there was lockdown in China,” and in context the BGMEA director explicitly attributes stronger Bangladeshi shipments to the EU market (aggregate import flows) to the China lockdown, matching the claimed causal link and scope.",China lockdown,boosts imports,Bangladesh imports,(China lockdown) ── boosts imports ──> (Bangladesh imports)
66,llm_response_0614_Bangladesh_Sangbad_Sangstha_BSS_20230330.json,Apparel export to EU increases by 35.69pc in 2022 | Business,2023-03-30,https://www.bssnews.net/business/118337,Bangladesh Sangbad Sangstha (BSS),imports,reduces imports,war and inflation shock,the impact of the Russia-Ukraine war was huge while the inflation also increased in the EU market leading to low demand for apparel items,0.996,the impact of the Russia-Ukraine war was huge while the inflation also increased in the EU market leading to low demand for apparel items.,CONFIRMED,"The article contains the sentence stating that the Russia-Ukraine war and rising EU inflation led to low demand for apparel items and 'put an impact on our exports,' which explicitly makes a causal link affecting apparel exports to the EU (i.e., EU apparel imports).",Russia-Ukraine War and EU Inflation,reduces imports,Apparel Items,(Russia-Ukraine War and EU Inflation) ── reduces imports ──> (Apparel Items)
67,llm_response_0628_MSN_International_Edition_20230217.json,Dollar crisis casts a shadow over operation of Rampal coal-fired power plant,2023-02-17,https://www.msn.com/en-xl/asia/bangladesh/dollar-crisis-casts-a-shadow-over-operation-of-rampal-coal-fired-power-plant/ar-AA17z4yx,MSN International Edition,imports,prevents coal imports,LC blocked coal imports,The authorities of the power plant were unable to open any letter of credit (LC) to import coal due to the dollar crisis.,1.0,The authorities of the power plant were unable to open any letter of credit (LC) to import coal due to the dollar crisis.,CONFIRMED,"The exact sentence appears in the article stating authorities ""were unable to open any letter of credit (LC) to import coal due to the dollar crisis,"" which explicitly links LC availability to prevention of coal imports and refers specifically to the Rampal power plant's imports.",Inability to open letters of credit,prevents coal imports,Coal imports,(Inability to open letters of credit) ── prevents coal imports ──> (Coal imports)
68,llm_response_0640_Bangladesh_Sangbad_Sangstha_BSS_20230322.json,Govt on right track to keep macroeconomic stability: Salman | Business,2023-03-22,https://www.bssnews.net/business/116984,Bangladesh Sangbad Sangstha (BSS),imports,reduces imports,central bank controls imports,"the central bank took immediate steps to address the issue, like controlling imports, especially the luxurious items for which the import bills came down at $5 billion in December.",1.0,"the central bank took immediate steps to address the issue, like controlling imports, especially the luxurious items for which the import bills came down at $5 billion in December.",CONFIRMED,"The article contains the quoted sentence linking the central bank's step of 'controlling imports' to import bills 'came down at $5 billion in December,' explicitly indicating a causal relationship at the country (aggregate) level.",Central Bank,reduces imports,Luxurious Items,(Central Bank) ── reduces imports ──> (Luxurious Items)
69,llm_response_0646_MSN_International_Edition_20230114.json,BB set to announce new monetary policy,2023-01-14,https://www.msn.com/en-xl/asia/bangladesh/bb-set-to-announce-new-monetary-policy/ar-AA16jjFB,MSN International Edition,currency_log_return,lowers exchange rate,HPM injection lowers taka,"the central bank is bringing high power money (HPM) in the market, which will have multiple impacts, and the exchange rate of domestic currency (taka) will also fall then",0.997,"the central bank is bringing high power money (HPM) in the market, which will have multiple impacts, and the exchange rate of domestic currency (taka) will also fall then.",CONFIRMED,"The exact sentence appears in the article stating that the central bank 'is bringing high power money (HPM) in the market... and the exchange rate of domestic currency (taka) will also fall then,' which explicitly links HPM injection to a country-level fall in the taka's exchange rate.",HPM injection,lowers exchange rate,Taka exchange rate,(HPM injection) ── lowers exchange rate ──> (Taka exchange rate)
70,llm_response_0654_Bangladesh_Sangbad_Sangstha_BSS_20230607.json,FBCCI president urges govt to extend support to import-substitute industries | Business,2023-06-07,https://www.bssnews.net/business/129745,Bangladesh Sangbad Sangstha (BSS),currency_log_return,does not reduce exchange stress,Bangladesh Bank import cut,the Bangladesh Bank's move only to cut imports is not a solution to reduce stress on the dollar,0.99,"the Bangladesh Bank's move only to cut imports is not a solution to reduce stress on the dollar,""",CONFIRMED,"The exact sentence appears in the article attributing to the FBCCI president that 'the Bangladesh Bank's move only to cut imports is not a solution to reduce stress on the dollar,' which explicitly states a causal judgment (the import-cutting move will not reduce exchange-rate stress) and refers to the national-level 'stress on the dollar.'",Bangladesh Bank import cut,does not reduce exchange stress,Stress on the Dollar,(Bangladesh Bank import cut) ── does not reduce exchange stress ──> (Stress on the Dollar)
71,llm_response_0654_Bangladesh_Sangbad_Sangstha_BSS_20230607.json,FBCCI president urges govt to extend support to import-substitute industries | Business,2023-06-07,https://www.bssnews.net/business/129745,Bangladesh Sangbad Sangstha (BSS),imports,reduces import pressure,call for import-substitution,extend policy support towards import-substitute industries in the country to lessen import pressure on foreign exchange.,1.0,extend policy support towards import-substitute industries in the country to lessen import pressure on foreign exchange.,CONFIRMED,"The article contains the exact sentence urging policy support for 'import-substitute industries in the country to lessen import pressure on foreign exchange,' which explicitly asserts a causal link at the national level between promoting import substitution and reducing import pressure on foreign exchange.",Policy Support for Import-Substitute Industries,reduces import pressure,Foreign Exchange,(Policy Support for Import-Substitute Industries) ── reduces import pressure ──> (Foreign Exchange)
72,llm_response_0664_Poland_Sun_20230516.json,Bangladesh government should think twice before trading in Chinese currency: Report,2023-05-16,https://www.polandsun.com/news/273832902/bangladesh-government-should-think-twice-before-trading-in-chinese-currency-report,Poland Sun,imports,discourages imports,foreign reserves fall,This has compelled the government to discourage unnecessary imports and cut spending,0.994,"This has compelled the government to discourage unnecessary imports and cut spending,",CONFIRMED,"The article contains the sentence ""This has compelled the government to discourage unnecessary imports and cut spending,"" immediately after describing the fall in foreign reserves, so it explicitly links the national-level reserves decline to the government discouraging imports.",Falling Foreign Reserves,discourages imports,Unnecessary Imports,(Falling Foreign Reserves) ── discourages imports ──> (Unnecessary Imports)
73,llm_response_0667_Bangladesh_Sangbad_Sangstha_BSS_20230120.json,Tipu seeks duty free cotton from USA  | Business,2023-01-20,https://www.bssnews.net/business/106297,Bangladesh Sangbad Sangstha (BSS),imports,necessitates imports,low domestic cotton production,"production is about 1.6 percent of the total demand, he added. He said, 'Bangladesh has to import the remaining huge amount of cotton from different countries.'",0.991,"production is about 1.6 percent of the total demand, he added. He said, ""Bangladesh has to import the remaining huge amount of cotton from different countries.",CONFIRMED,"The article contains the quoted lines verbatim and explicitly states that because domestic production is only about 1.6% of demand, ""Bangladesh has to import the remaining huge amount of cotton from different countries,"" which directly links the low national production to the necessity of imports at the country level.",Low Domestic Cotton Production,necessitates imports,Remaining Huge Amount Of Cotton,(Low Domestic Cotton Production) ── necessitates imports ──> (Remaining Huge Amount Of Cotton)
